Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,OG,Matches
135,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,30,1988,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
136,Akin Famewo\Akin-Famewo,eng ENG,MF,Norwich City,20,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
137,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,28,1991,24.9,1.33,1.33,1.08,0.12,0.04,0.00,0.04,0.04,0.12,0.12,0.00,0.04,0.04,0.00,0.04,0.00,0.00,Matches
138,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,24,1994,13.2,4.39,4.40,2.95,0.91,0.08,0.15,0.23,0.08,0.91,0.91,0.45,0.23,0.00,0.00,0.23,0.00,0.00,Matches
139,Gedson Fernandes\Gedson-Fernandes,pt POR,MFDF,Tottenham,20,1999,0.8,3.75,3.97,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,30,1989,29.1,0.34,0.34,0.21,0.00,0.03,0.10,0.00,0.00,0.10,0.10,0.03,0.00,0.00,0.07,0.00,0.00,0.00,Matches
141,Fernandinho\Fernandinho,br BRA,DF,Manchester City,34,1985,26.6,1.02,1.01,0.90,0.00,0.00,0.11,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,Matches
142,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,27,1991,33.2,2.92,2.92,2.17,0.00,0.45,0.12,0.09,0.09,0.57,0.57,0.42,0.00,0.12,0.03,0.00,0.00,0.00,Matches
143,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,27,1991,28.0,2.61,2.61,1.71,0.57,0.18,0.07,0.00,0.07,0.18,0.18,0.14,0.00,0.04,0.00,0.00,0.00,0.00,Matches
144,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,19,2000,10.0,4.50,4.50,3.50,0.20,0.30,0.10,0.30,0.10,0.80,0.80,0.80,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,23,1996,24.1,1.99,1.99,1.58,0.17,0.04,0.08,0.12,0.00,0.37,0.37,0.37,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Ben Foster\Ben-Foster,eng ENG,GK,Watford,36,1983,38.0,0.13,0.13,0.05,0.08,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,1.5,2.00,1.99,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,26,1993,0.7,1.43,1.53,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,21,1998,0.8,1.25,1.32,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,34,1985,10.8,0.65,0.65,0.56,0.00,0.09,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,Matches
151,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,25,1994,23.0,2.91,2.92,1.91,0.74,0.09,0.04,0.09,0.04,0.26,0.26,0.13,0.09,0.00,0.04,0.00,0.00,0.00,Matches
152,Fred\Fred,br BRA,MF,Manchester Utd,26,1993,24.0,3.54,3.54,2.67,0.33,0.17,0.08,0.21,0.08,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,26,1992,24.9,1.89,1.89,1.69,0.12,0.04,0.00,0.04,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,Kieron Freeman\Kieron-Freeman,wal WAL,FW,Sheffield Utd,27,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,27,1992,4.1,1.22,1.23,0.98,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,33,1986,8.6,0.81,0.82,0.81,0.00,0.00,0.00,0.00,0.00,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Eric García\Eric-Garcia,es ESP,DF,Manchester City,18,2001,8.8,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,James Garner\James-Garner,eng ENG,MF,Manchester Utd,18,2001,0.1,10.0,10.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,28,1990,9.4,1.28,1.27,0.74,0.11,0.00,0.21,0.21,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,Matches
160,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,27,1992,17.9,0.22,0.22,0.17,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
161,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,23,1995,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,28,1990,38.0,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,24,1995,22.8,2.50,2.50,1.67,0.26,0.26,0.13,0.18,0.00,0.26,0.26,0.18,0.00,0.09,0.00,0.00,0.00,0.00,Matches
164,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,19,2000,1.4,2.86,2.79,2.14,0.00,0.00,0.00,0.00,0.00,0.71,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.71,Matches
165,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,18,2001,2.2,2.73,2.78,2.27,0.00,0.00,0.00,0.45,0.00,0.45,0.46,0.45,0.00,0.00,0.00,0.00,0.00,0.00,Matches
166,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,32,1986,11.0,1.82,1.81,1.27,0.00,0.09,0.27,0.18,0.00,0.36,0.36,0.18,0.00,0.09,0.09,0.00,0.00,0.00,Matches
167,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,21,1998,29.4,0.37,0.37,0.27,0.00,0.00,0.10,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,André Gomes\Andre-Gomes,pt POR,MF,Everton,26,1993,16.2,1.79,1.79,1.54,0.06,0.12,0.00,0.06,0.00,0.12,0.12,0.06,0.00,0.00,0.00,0.06,0.00,0.00,Matches
169,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,18,2000,0.2,10.0,8.57,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
170,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,22,1997,22.3,0.72,0.72,0.67,0.00,0.00,0.04,0.00,0.00,0.18,0.18,0.13,0.00,0.00,0.04,0.00,0.00,0.00,Matches
171,Anthony Gordon\Anthony-Gordon,eng ENG,MFFW,Everton,18,2001,4.9,1.84,1.84,1.43,0.41,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,29,1990,14.0,1.29,1.28,1.07,0.00,0.00,0.07,0.14,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches
173,Andre Gray\Andre-Gray,eng ENG,FW,Watford,28,1991,8.4,1.79,1.79,1.31,0.00,0.12,0.24,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,Matches
174,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,23,1996,6.9,4.20,4.20,3.62,0.14,0.14,0.14,0.14,0.00,0.87,0.87,0.72,0.00,0.00,0.00,0.14,0.00,0.00,Matches
175,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,23,1995,35.9,5.18,5.18,3.62,0.61,0.31,0.06,0.53,0.06,0.42,0.42,0.31,0.03,0.06,0.00,0.03,0.00,0.00,Matches
176,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,17,2001,14.7,2.45,2.45,2.18,0.00,0.14,0.00,0.14,0.00,0.48,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,Matches
177,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,Bournemouth,22,1997,7.0,1.14,1.14,0.71,0.14,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Pascal Groß\Pascal-Gross,de GER,FWMF,Brighton,28,1991,20.0,4.75,4.76,2.55,1.65,0.20,0.05,0.10,0.10,0.45,0.45,0.15,0.15,0.00,0.00,0.00,0.05,0.10,Matches
179,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,32,1987,35.0,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches
180,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,20,1999,19.4,1.75,1.75,1.34,0.00,0.15,0.10,0.15,0.00,0.10,0.10,0.05,0.00,0.00,0.00,0.05,0.00,0.00,Matches
181,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Aston Villa,24,1994,22.7,1.41,1.41,1.10,0.18,0.00,0.04,0.09,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,?lkay Gündo?an\Ilkay-Gundogan,de GER,MF,Manchester City,28,1990,22.4,3.35,3.34,2.86,0.09,0.04,0.13,0.13,0.09,0.18,0.18,0.13,0.00,0.00,0.00,0.00,0.04,0.00,Matches
183,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,23,1996,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,25,1994,25.2,2.06,2.07,1.67,0.04,0.04,0.16,0.12,0.04,0.28,0.28,0.12,0.00,0.00,0.08,0.08,0.00,0.00,Matches
185,Grant Hanley\Grant-Hanley,sco SCO,DF,Norwich City,27,1991,14.0,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
186,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,24,1995,17.2,0.47,0.47,0.41,0.00,0.00,0.06,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.06,0.00,0.00,0.00,Matches
187,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,24,1995,24.7,1.21,1.21,0.85,0.00,0.00,0.08,0.12,0.16,0.16,0.16,0.04,0.00,0.00,0.04,0.04,0.04,0.00,Matches
188,Tom Heaton\Tom-Heaton,eng ENG,GK,Aston Villa,33,1986,19.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
189,Dean Henderson\Dean-Henderson,eng ENG,GK,Sheffield Utd,22,1997,36.0,0.11,0.11,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,29,1990,24.9,1.85,1.85,1.65,0.04,0.04,0.12,0.00,0.00,0.28,0.28,0.24,0.00,0.00,0.04,0.00,0.00,0.00,Matches
191,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Burnley,27,1992,21.5,1.26,1.26,0.98,0.14,0.05,0.09,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,32,1987,3.0,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
193,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,31,1988,1.2,1.67,1.68,0.83,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Onel Hernández\Onel-Hernandez,cu CUB,FWMF,Norwich City,26,1993,15.4,2.86,2.86,1.75,0.06,0.65,0.19,0.13,0.06,0.26,0.26,0.19,0.00,0.06,0.00,0.00,0.00,0.00,Matches
195,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,27,1992,27.5,3.49,3.49,2.18,0.25,0.55,0.36,0.11,0.04,0.80,0.80,0.47,0.04,0.11,0.15,0.04,0.00,0.00,Matches
196,George Hirst\George-Hirst,eng ENG,FW,Leicester City,20,1999,0.1,20.0,16.36,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,23,1995,6.5,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
198,José Holebas\Jose-Holebas,gr GRE,DF,Watford,35,1984,11.4,1.67,1.67,0.70,0.70,0.09,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
199,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,22,1996,22.8,0.79,0.79,0.39,0.00,0.04,0.26,0.04,0.04,0.22,0.22,0.13,0.00,0.00,0.09,0.00,0.00,0.00,Matches
200,Nathan Holland\Nathan-Holland,eng ENG,MF,West Ham,21,1998,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
201,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,28,1991,17.0,3.35,3.34,1.47,1.59,0.00,0.12,0.18,0.00,0.41,0.41,0.12,0.29,0.00,0.00,0.00,0.00,0.00,Matches
202,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,18,2000,9.6,4.69,4.69,3.65,0.10,0.42,0.31,0.21,0.00,0.63,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,24,1995,25.0,2.04,2.04,1.16,0.44,0.04,0.00,0.20,0.20,0.12,0.12,0.08,0.04,0.00,0.00,0.00,0.00,0.00,Matches
204,Pierre H?jbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,23,1995,30.6,2.09,2.09,1.73,0.03,0.07,0.07,0.16,0.03,0.16,0.16,0.10,0.00,0.00,0.00,0.07,0.00,0.00,Matches
205,Jordon Ibe\Jordon-Ibe,eng ENG,DF,Bournemouth,23,1995,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
206,Adam Idah\Adam-Idah,ie IRL,FWMF,Norwich City,18,2001,2.5,0.40,0.39,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
207,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,30,1989,1.1,4.55,4.46,2.73,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
208,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,22,1996,10.7,3.64,3.66,2.24,0.00,0.75,0.37,0.28,0.00,0.47,0.47,0.28,0.00,0.09,0.00,0.09,0.00,0.00,Matches
209,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,27,1992,31.2,2.92,2.92,1.76,0.00,0.45,0.29,0.26,0.16,0.42,0.42,0.16,0.00,0.16,0.03,0.03,0.03,0.00,Matches
210,Alex Iwobi\Alex-Iwobi,ng NGA,MFFW,Everton,23,1996,17.7,2.49,2.48,2.32,0.00,0.11,0.06,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,Matches
211,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,36,1982,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
212,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,25,1993,3.5,2.29,2.32,1.43,0.00,0.29,0.00,0.29,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.29,Matches
213,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,21,1997,25.4,2.52,2.52,1.73,0.00,0.16,0.20,0.43,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Matty James\Matty-James,eng ENG,MF,Leicester City,28,1991,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
215,Reece James\Reece-James,eng ENG,DF,Chelsea,19,1999,16.8,2.86,2.85,1.96,0.48,0.06,0.06,0.30,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,30,1989,6.7,2.09,2.08,1.94,0.00,0.15,0.00,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,Matches
217,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,22,1997,22.6,3.14,3.15,2.12,0.00,0.58,0.35,0.04,0.04,0.58,0.58,0.40,0.00,0.13,0.04,0.00,0.00,0.00,Matches
218,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,28,1991,36.0,2.42,2.42,1.58,0.00,0.36,0.22,0.14,0.11,0.33,0.33,0.19,0.00,0.06,0.03,0.06,0.00,0.00,Matches
219,Joelinton\Joelinton,br BRA,FW,Newcastle Utd,22,1996,29.8,1.95,1.95,1.61,0.03,0.07,0.13,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,19,2000,3.0,1.67,1.67,1.33,0.33,0.00,0.00,0.00,0.00,0.67,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,Matches
221,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,18,2001,1.4,2.14,2.14,1.43,0.00,0.71,0.00,0.00,0.00,0.71,0.71,0.71,0.00,0.00,0.00,0.00,0.00,0.00,Matches
222,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,27,1992,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Bruno Jord?o\Bruno-Jordao,pt POR,FW,Wolves,20,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Jorginho\Jorginho,it ITA,MF,Chelsea,27,1991,26.4,2.50,2.50,2.31,0.00,0.00,0.04,0.11,0.04,0.23,0.23,0.19,0.00,0.00,0.00,0.04,0.00,0.00,Matches
225,Jota\Jota,es ESP,FWMF,Aston Villa,28,1991,3.7,2.16,2.15,1.89,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.00,Matches
226,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,22,1996,25.4,3.58,3.59,2.01,0.04,0.63,0.31,0.51,0.08,0.24,0.24,0.16,0.00,0.00,0.04,0.04,0.00,0.00,Matches
227,James Justin\James-Justin,eng ENG,DF,Leicester City,21,1998,11.2,2.14,2.13,1.79,0.00,0.00,0.00,0.27,0.09,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,Matches
228,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,28,1991,25.0,0.28,0.28,0.24,0.00,0.00,0.00,0.04,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches
229,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,26,1993,28.7,1.88,1.88,1.29,0.00,0.24,0.14,0.17,0.03,0.21,0.21,0.10,0.00,0.00,0.07,0.03,0.00,0.00,Matches
230,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,28,1991,19.2,2.76,2.75,2.45,0.00,0.00,0.05,0.16,0.10,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Moise Kean\Moise-Kean,it ITA,FW,Everton,19,2000,9.5,3.05,3.06,1.47,0.00,0.84,0.32,0.21,0.21,0.21,0.21,0.00,0.00,0.00,0.11,0.00,0.11,0.00,Matches
232,Michael Keane\Michael-Keane,eng ENG,DF,Everton,26,1993,28.4,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches
233,Naby Ke?ta\Naby-Keita,gn GUI,MF,Liverpool,24,1995,9.1,3.52,3.53,3.08,0.11,0.22,0.11,0.00,0.00,0.55,0.55,0.55,0.00,0.00,0.00,0.00,0.00,0.00,Matches
234,Lloyd Kelly\Lloyd-Kelly,eng ENG,DF,Bournemouth,20,1998,7.1,0.70,0.70,0.56,0.14,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,Matches
235,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,29,1990,17.2,0.52,0.52,0.52,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
236,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,22,1997,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
237,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,27,1992,22.3,2.56,2.55,1.66,0.00,0.49,0.13,0.22,0.04,0.36,0.36,0.18,0.00,0.09,0.04,0.04,0.00,0.00,Matches
238,Timm Klose\Timm-Klose,ch SUI,DF,Norwich City,31,1988,6.5,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
239,Jonathan Kodjia\Jonathan-Kodjia,ci CIV,FWMF,Aston Villa,29,1989,1.3,2.31,2.31,1.54,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
240,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,26,1993,18.9,0.95,0.95,0.95,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,Matches
241,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,21,1997,22.7,0.66,0.66,0.40,0.00,0.04,0.09,0.09,0.04,0.09,0.09,0.04,0.00,0.00,0.04,0.00,0.00,0.00,Matches
242,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MFDF,Crystal Palace,29,1989,28.1,0.57,0.57,0.50,0.00,0.04,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches
243,Mateo Kovaèiæ\Mateo-Kovacic,hr CRO,MF,Chelsea,25,1994,23.0,2.78,2.78,2.61,0.00,0.09,0.04,0.04,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,Matches
244,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,24,1994,11.3,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,Matches
245,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,31,1988,36.0,0.06,0.06,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches
246,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,28,1991,20.8,2.88,2.88,1.73,0.00,0.24,0.43,0.38,0.10,0.72,0.72,0.24,0.00,0.14,0.19,0.05,0.10,0.00,Matches
247,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,31,1988,4.2,2.14,2.12,1.67,0.00,0.24,0.00,0.24,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,Matches
248,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,27,1992,13.5,3.63,3.63,2.00,0.37,0.22,0.30,0.52,0.15,0.67,0.67,0.22,0.07,0.00,0.22,0.07,0.00,0.07,Matches
249,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,18,2000,0.4,2.50,2.81,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
250,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,18,2000,6.5,1.54,1.53,0.92,0.15,0.15,0.15,0.15,0.00,0.31,0.31,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
251,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,28,1990,2.2,0.91,0.92,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
252,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,26,1993,15.3,3.79,3.79,2.55,0.72,0.07,0.07,0.33,0.07,0.33,0.33,0.13,0.00,0.00,0.00,0.20,0.00,0.00,Matches
253,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,25,1994,12.2,0.66,0.66,0.57,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
