Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
507,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,2.4,25.4,30.4,83.6,351.3,67.9,16.3,18.3,88.6,7.50,8.75,85.7,1.25,2.08,60.0,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.42,Matches
508,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,32.3,10.7,16.6,64.5,160.8,35.4,5.98,8.42,71.0,3.34,4.83,69.2,0.77,1.27,61.0,0.03,0.10,-0.07,0.77,0.99,0.46,0.09,1.11,Matches
509,Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,18.3,24.8,33.3,74.5,485.5,113.8,11.3,13.3,85.2,9.23,11.6,79.7,3.93,6.34,62.1,0.00,0.09,-0.09,0.82,2.02,1.48,0.11,3.22,Matches
510,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,24.7,59.4,67.0,88.5,1150.6,303.2,23.6,25.6,92.4,26.0,28.3,91.6,8.91,11.7,76.1,0.00,0.04,-0.04,0.73,6.03,0.61,0.08,5.59,Matches
511,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,27.1,11.5,17.8,64.6,150.3,17.9,7.64,10.5,72.6,2.58,4.80,53.8,0.52,0.92,56.0,0.04,0.03,0.00,0.70,0.37,0.15,0.00,0.55,Matches
512,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,28.7,57.7,65.7,87.8,1195.5,297.5,19.5,21.7,89.7,27.7,30.3,91.4,10.0,12.5,79.9,0.07,0.04,0.03,0.52,6.66,0.80,0.10,5.57,Matches
513,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MFFW,West Ham,29,1989,11.0,30.7,38.5,79.7,505.3,125.4,17.4,19.5,89.3,8.36,10.4,80.7,3.73,6.36,58.6,0.09,0.25,-0.15,1.64,1.18,1.00,0.27,3.27,Matches
514,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,10.4,21.9,30.4,72.2,358.2,148.3,13.0,15.0,86.5,5.87,8.94,65.6,2.50,4.90,51.0,0.00,0.03,-0.03,0.67,1.06,0.87,0.58,1.54,Matches
515,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,6.2,33.4,39.8,83.8,651.1,212.7,13.1,14.4,91.0,16.0,17.6,90.8,3.87,7.26,53.3,0.00,0.00,0.00,0.00,1.61,0.16,0.00,1.61,Matches
516,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,10.6,53.3,69.3,76.9,1056.6,433.7,21.7,23.7,91.6,23.7,27.9,84.8,7.64,15.8,48.2,0.00,0.11,-0.11,1.60,5.57,1.13,0.28,5.94,Matches
517,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6.6,37.4,49.4,75.8,617.9,280.5,19.8,22.3,89.1,14.5,18.6,78.0,2.88,6.36,45.2,0.00,0.06,-0.06,0.61,4.24,0.91,0.30,4.24,Matches
518,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,36.4,25.7,32.6,78.7,414.7,115.8,14.4,16.8,85.8,8.38,10.2,82.2,2.31,3.38,68.3,0.08,0.09,-0.01,0.99,1.68,2.06,0.38,4.09,Matches
519,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,15.9,30.9,38.3,80.8,682.1,237.3,8.74,9.37,93.3,15.8,17.5,90.3,6.23,10.8,57.6,0.06,0.01,0.06,0.06,1.45,0.06,0.00,1.82,Matches
520,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,14.2,84.4,94.9,88.9,1470.9,390.9,37.7,40.5,93.0,38.5,43.1,89.2,7.39,9.44,78.4,0.00,0.11,-0.11,1.27,7.11,2.11,0.77,8.45,Matches
521,Richairo Živkoviæ\Richairo-Zivkovic,nl NED,FW,Sheffield Utd,22,1996,1.2,13.3,15.0,88.9,201.7,20.8,7.50,8.33,90.0,4.17,5.00,83.3,0.83,0.83,100.0,0.00,0.17,-0.17,1.67,0.00,0.83,0.83,0.00,Matches
522,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,26.0,68.2,76.2,89.4,1586.0,401.1,16.0,17.3,92.4,37.2,39.7,93.7,14.7,18.3,80.1,0.00,0.01,-0.01,0.04,4.15,0.08,0.00,3.15,Matches
